id_fragmentu,id_tekstu,ocena,od,do,id_anotatora,id_mniejszosci,negatywne_emocje,wezw_ddzial,typ_ramki,ironia_sarkazm,temat,id_projektu,tekst,id_maszynowy
39,101265,1,,,10,51,1,0,1,0,"18",3," jak jestes facetem to na <s> 100</s> <font color=\"blue\"> gej</font> bo <font color=\"brown\"> żaden zdrowy</font> facet nie oparłby się Krupie no chyba ze twoja to pasztet <s> ala</s> mazowiecki i przyzwyczaiłeś sie już do zarośniętych nóg i wąsa pod nosem sadła <s> itp</s>",158540
40,101330,0,,,10,0,0,0,0,0,"0",2," <s> To</s> nie powinno już być <font color=\"blue\"> darmozjada</font> na uczelni",237678
41,101371,1,,,10,51,1,0,2,0,"18",3," Wygląda uroczo tylko <font color=\"blue\"> pedziom</font> może się nie podobać",100648
42,101402,1,,,10,78,1,0,2,0,"4",3," Chytrość i spryt <font color=\"blue\"> Ukrainki</font>",161265
43,101407,1,,,10,51,1,0,2,0,"18",3," Drogi Panie Tomaszu coby nie zabrzmieć jak <font color=\"blue\"> gej</font> ale Pan jest przystojny i elegancki",47647
44,101424,0,,,10,51,0,0,0,0,"0",2," Jezeli nawet jest <s> bi</s> to jego sprawa <font color=\"blue\"> gejem</font> na <s> pewno</s> nie jest",135819
45,101540,1,,,10,14,1,0,2,0,"6",3," <s> Po</s> <s> 10</s> latach w związku z takim czymś większość dochodzi do wniosku <font color=\"brown\"> nie warto</font> było zwłaszcza z <font color=\"blue\"> arabami</font> gdzie robią za sługusów i lale do pukania i wracają do Polski stare brzydkie i wyr <s> ne</s> za przeproszeniem",100737
46,101580,0,,,10,13,0,0,0,0,"0",2," U <font color=\"blue\"> Murzyna</font> kaszanka wisi do kolanka to cały sekret ich powodzeń u białych niekoniecznie Polek których faceci albo upici albo niedomyci",228764
47,101850,1,,,10,71,1,0,0,0,"2",3," ale <font color=\"blue\"> żydzi</font> go powiesili",51181
48,101882,0,,,10,71,0,0,0,0,"0",2," Dotyczy to szczególnie Narody <font color=\"blue\"> zydowskiego</font>",53256
49,101896,2,,,10,71,2,0,2,0,"4",3," <s> Te</s> <font color=\"blue\"> mosiek</font> wy to sobie <s> morzecie</s>",26802
50,102068,0,,,10,0,0,0,0,0,"0",2," by strzelił jak by wiedział jak z jego kasy opłaca się będę <font color=\"blue\"> darmozjadów</font> z księdzem na czele",211669
51,102104,0,,,10,71,0,0,0,0,"0",2," <s> W</s> swojej najnowszej książce tymczasem Gross zaprzecza jakoby Polakom groziła kara za przechowywanie <font color=\"blue\"> Żydów</font>",13363
52,102113,0,,,10,72,0,0,0,0,"0",2," <s> W</s> porewolucyjnej Rosji i Związku Radzieckim z pobudek ideologicznych zamordowano znacznie więcej osób niż z pobudek rasowych zabili <font color=\"blue\"> Niemcy</font>",199503
53,102143,0,,,10,71,0,0,0,0,"0",2," Filmów książek czy historii o holocauście i pogromie narodu <font color=\"blue\"> żydowskiego</font> nigdy nie będzie za dużo",53538
54,102177,0,,,10,71,0,0,0,0,"0",2," Wówczas nie dzieliliśmy Polaków na <font color=\"blue\"> Żydów</font> i katolików",25418
55,102268,0,,,10,13,0,0,0,0,"0",2," Gdy goście zaczynają ginąć w niezwykłych okolicznościach pozostali przy bohaterowie odkrywają tajemnicę tej szalonej gry umierają oni jak <s> małem</s> <font color=\"blue\"> murzynki</font> z dziecięcego wierszyka",112344
56,102306,0,,,10,0,0,0,0,0,"0",2," <s> No</s> i oczywiście odzywają się stare kompleksy autora <s> Czchartiszwilego</s> podobnie jak w pozostałych <s> Fandorinach</s> i w Pelagiach kolejny raz Polacy o ile <font color=\"brown\"> nie służą</font> <font color=\"blue\"> Rosjanom</font> przedstawieni są jako bandyci dewianci seksualni pederaści względnie prostytutki",175200
57,102346,0,,,10,14,0,0,0,0,"0",2," <font color=\"blue\"> Arabowie</font> i inne ludy semickie tam zyjace jeszcze nie zaznaly w swoich stronach panstwowosci ani utraty wiezi plemiennych",96666
58,102392,0,,,10,0,0,0,0,0,"0",2," <s> Ci</s> nie mogąc ich oddać nakładali podatki na swoich angielskich poddanych a <s> Ci</s> wyżynali <font color=\"blue\"> Żydów</font>",191630
59,102413,0,,,10,77,0,0,0,0,"0",2," <s> O</s> tym Autor przy okazji przekroczył przy konstruowaniu fabuły granice prawdopodobieństwa już nawet wspominać <font color=\"brown\"> nie warto</font> nie chodzi o to <font color=\"blue\"> Rosjanie</font> prowadzą operację wojskową w Polsce za pozwoleniem naszych tajnych służb ale o to przez dwa dni walk z udziałem czołgów i helikopterów udaje się to ukryć przed opinią publiczną",219300
60,102541,0,,,10,0,0,0,0,0,"0",2," z jego orędziem do <font color=\"blue\"> Rosjan</font> nic się nie udało",188348
61,102601,1,,,10,77,1,0,2,0,"5",3," Chodziło o kolejne dołożenie <font color=\"blue\"> Rosjanom</font>",39019
62,102634,0,,,10,0,0,0,0,0,"0",2," chyba musiałbyś <s> VIN</s> zmienić na aucie z anglika zrobić <font color=\"blue\"> niemca</font>",172060
63,102688,0,,,10,77,0,0,0,0,"0",2," Najfajniejsze jest także i <s> gt</s> to dzisiaj premier przyznaje <font color=\"blue\"> Rosjanie</font> mieli <s> prikaz</s> z góry aby to on <s> wcz</s> <s> gt</s> <s> esniej</s> dotarł na miejsce katastrofy przed Kaczyńskim",193155
64,102712,0,,,10,51,0,0,0,0,"0",2," CORAZ <s> WIECEJ</s> JEST PASKUDNYCH DZIEWCZYN CHYBA ZOSTANĘ <font color=\"blue\"> GEJEM</font> <s> D</s>",157518
65,102800,2,,,10,71,2,0,2,0,"10",3," <font color=\"blue\"> żydowscy</font> nauczeni w piśmie czyli potrafiący pisać którzy w pisanych przez Uczniów Syna Boga zakłamali tożsamość Nauczyciela Boga <s> wczesno</s> katoliccy kapłani którzy diametralnie zmienili rodowód Jezusa",66717
66,102902,0,,,10,0,0,0,0,0,"0",2," WITAM SERDECZNIE OFERUJĘ ODZIEŻ UŻYWANA <s> Z</s> <s> BELGII</s> <font color=\"blue\"> NIEMIEC</font> <s> I</s> <s> FRANCJI</s> <s> ZE</s> ZBIÓREK DOMOWYCH TOWAR NIE JEST PRZEBIERANY <s> PRZEPAKOWYWANY</s> <s> I</s> <s> NIBY</s> OCZYSZCZANY JAK PISANE JEST <s> NA</s> WIELU AUKCJACH <s> I</s> NIEKTÓRYCH HURTOWNIACH PONIEWAŻ JEST <s> TO</s> KOMPLETNĄ BZDURĄ",131298
67,102919,0,,,10,77,0,0,0,0,"0",2," <s> Re</s> <s> GWno</s> usprawiedliwia <font color=\"blue\"> Rosjan</font>",111231
68,102924,0,,,10,77,0,0,0,0,"0",2," <s> Re</s> <s> GWno</s> usprawiedliwia <font color=\"blue\"> Rosjan</font>",230083
69,103116,0,,,10,77,0,0,0,0,"0",2," Skoro <font color=\"blue\"> Rosjanie</font> zgłaszali zastrzeżenia już kilka mieś",44978
70,103117,0,,,10,0,0,0,0,0,"0",2," Nikita nie ty jeden widzisz polskie dno gospodarcze utracony rynek w Rosji jest nie do odzyskania za naszymi plecami <font color=\"blue\"> Niemcy</font> i",147663
71,103135,1,,,10,77,1,0,2,1,"5",3," Przed taką argumentacją <font color=\"blue\"> Rosjanie</font> dosłownie padają na kolana i proszą o przebaczenie",67768
72,103143,0,,,10,0,0,0,0,0,"0",2," Znowu Merta mówi ze to ona zainstalowała tą poprzednią Tablicę bez konsultacji z <font color=\"blue\"> Rosjanami</font>",112041
73,103149,0,,,10,14,0,0,0,0,"0",2," Kasprzak pamiętasz lato ze snów ty mówiłaś coś ze mną zrób nie zostawiaj mnie samej z autobusem <font color=\"blue\"> arabów</font> zdradziła go on już nie był tym samym co kiedyś",154029
74,103173,0,,,10,78,0,0,0,0,"0",2," na takie zmiany i porzucenie banderowskich tradycji gotowe będzie dopiero dorastające pokolenie polskich <font color=\"blue\"> ukraińców</font> trzeba uzbroić się w cierpliwość",85433
75,103308,1,,,10,77,1,0,2,0,"7",3," Polacy nie musza TIR <s> ami</s> do Rosji jezdzic wystarczy wprowadzic dla <font color=\"blue\"> ruskow</font> wysoki podatek tranzytowy",128015
76,103311,0,,,10,75,0,0,0,0,"0",2," stare narody zyjace na terenie kacapskiego imperium takie jak <s> Guruzini</s> <font color=\"blue\"> Czeczeni</font>",149828
77,103385,0,,,10,77,0,0,0,0,"0",2," <font color=\"blue\"> Rosjanie</font> wielokrotnie zwracali Polakom uwagę umieszczono tę tablicę z pominięciem stosownych procedur rosyjskich i trzeba to zmienić",191722
78,103487,2,,,10,77,2,0,0,1,"8",3," Chrzanisz zawsze tam byłeś Słowa miłości do braci <font color=\"blue\"> Rosjan</font> Rosja zabija i to nie pojedynczo Jarosław Kaczyński złota myśl",233226
79,103582,0,,,10,77,0,0,0,0,"0",2," Niech nas bog broni od powtorki kaczych zadow bo wtedy juz po Polsce a ty zalosny przyglupie <s> zrozum</s> jedno ze Rosja to mocarstwo i taki tandetny aktorzyna jak ty im nie podskoczy Polska powinna wspolpracowac z <font color=\"blue\"> Rosjanami</font> w <s> dobrosasiedzkich</s> stosunkach a nie unikac tego kraju",240240
80,103604,0,,,10,13,0,0,0,0,"0",2," Pani <font color=\"blue\"> Murzynka</font> dawała radę",168304
81,103912,0,,,10,0,0,0,0,0,"0",2," Matka pochodziła z rodziny holenderskich osadników sprowadzonych do Rosji przez carycę Katarzynę <s> II</s> ojciec był rosyjskim <font color=\"blue\"> Niemcem</font>",100490
82,104085,0,,,10,72,0,0,0,0,"0",2," po raz pierwszy <font color=\"blue\"> Niemcy</font> użyli gazu z tym był to dodatek do szrapneli <s> 27</s>",183375
83,104256,2,,,10,51,2,0,2,0,"5",3," zamkneli <s> 5</s> lalek <s> barbie</s> i <s> 2</s> <font color=\"blue\"> pedałów</font> bo inaczej tego okreslic sie nie da",16847
84,104265,0,,,10,0,0,0,0,0,"0",2," to jeszcze w <font color=\"blue\"> romowie</font> <s> tel</s> z kierownikiem serwisu Media Markt w Markach <s> p</s> <s> GRZEGORZEM</s> <s> GRZESIKIEM</s> dowiedziałam się mam przywieźć okap",147269
85,104305,1,,,10,51,1,0,1,0,"5",3," <s> A</s> <s> PO</s> <s> ZA</s> TYM NIE SPALIŁ POLSKIEJ <s> FLAFGI</s> WYMYŚLILI <s> TO</s> <font color=\"blue\"> GEJE</font> <s> BO</s> <s> EM</s>",100846
86,104526,0,,,10,72,0,0,0,0,"0",2," TEGO dotyczy dyskusja a nie piwnych tradycji <font color=\"blue\"> Niemiec</font>",43312
87,104743,0,,,10,77,0,0,0,0,"0",2," <s> jopekpl</s> napisał <s> gt</s> Oto dwa skrajne przypadki ludzi których nazwano Wyklętymi <s> ewidentn</s> <s> gt</s> <s> ie</s> dla mnie pozytywna postać w pełni zasługująca na chwałę Witold Pilecki <s> gt</s> <s> gt</s> <s> I</s> postać ohydna zdemoralizowana i jak to w przypadku sadystów bywa tchórzliwa <s> gt</s> po pojmaniu wydał swojego zastępcę i jemu przypisywał swoje zbrodnie Romuald <s> Ra</s> <s> gt</s> <s> js</s> <s> gt</s> ale to JEDNO wydarzenie któryś z <font color=\"blue\"> Rosjan</font> <s> jorl</s> czy <s> tornson</s> też o tym pisał i tylko przypadek Burego mógł podać dziwne to wydarzenie zwłaszcza akurat z <s> Bialorusinami</s> to <s> konfiktów</s> nie mieliśmy Polska Zbrojna <s> Z</s> Janem Bohdanem Chmielewskim o działaniu grup egzekucyjnych Armii Krajowej i partyzantce w Puszczy Augustowskiej rozmawia Andrzej Wróblewski",74326
88,104747,0,,,10,77,0,0,0,0,"0",2," <s> gt</s> któryś z <font color=\"blue\"> Rosjan</font> <s> jorl</s> czy <s> tornson</s> też o tym pisał <s> gt</s> i tylko przypadek Burego mógł podać <s> gt</s> <s> gt</s> dziwne to wydarzenie zwłaszcza akurat z <s> Bialorusinami</s> <s> gt</s> to <s> konfiktów</s> nie mieliśmy <s> gt</s> <s> gt</s> <s> gt</s> <s> gt</s> Polska Zbrojna <s> gt</s>",62882
89,104911,0,,,10,71,0,0,0,0,"0",2," Dla <font color=\"blue\"> Zyda</font> <s> chrzescijanska</s> dziewczyna jest <s> tzw</s> gojem <s> tzn</s> bydle a oni nie powinni wiazac sie z takimi ludzmi tak nakazuje ich religia",242215
90,104999,0,,,10,71,0,0,0,0,"0",2," tam co weekend przyjeżdżają autokary z <font color=\"blue\"> Żydami</font> z Izraela młodzież której pokazują mienie im zabrane przez złodziejskie narody oglądają tam smietnik w jednej ze wspólnotowych kamienic gdzie w czasie <s> II</s> wojny rozstrzelano ich ziomków",129094
91,105011,0,,,10,72,0,0,0,0,"0",2," Narodowy socjalizm stworzony przez pragmatycznych <font color=\"blue\"> Niemców</font> <font color=\"brown\"> nie polegał</font> na drenowaniu całego kraju tak by tylko okruszki zostały dla potomnych",222577
92,105112,0,,,10,78,0,0,0,0,"0",2," Ostatecznie <font color=\"blue\"> Ukraińcy</font> kupili tylko stocznię gdańską",97904
93,105132,2,,,10,72,2,0,2,0,"2",3," Ten czerwonoarmista też jeden z gwałcicieli opowiada jej jak <font color=\"blue\"> Niemcy</font> w wiosce na Wschodzie roztrzaskiwali dzieciom główki",158000
94,105171,1,,,10,71,1,0,0,0,"2",3," <s> A</s> co do takich zabaw to <s> gaencje</s> opisywały tego typu zabawy <font color=\"blue\"> zydowskich</font> okupantów w Palestynie",18410
95,105190,0,,,10,88,0,0,0,0,"0",2," Wykluczał Litwinów i <font color=\"blue\"> Ukraińców</font> przyszłą Polskę wyobrażał sobie jako imperialistyczny kraj od morza do morza uciskający inne narody kto",232679
96,105285,0,,,10,0,0,0,0,0,"0",2," przy okazji kapo Polaków na Kresach w <s> l</s> <s> 39</s> <s> 41</s> zrealizowali swe aspiracje Angole wraz z ich perfidnymi doradcami robili wszystko <font color=\"brown\"> nie osłabić</font> za bardzo <font color=\"blue\"> Niemców</font> aby Francja nie była zbyt groźna konkurencją dla <s> Angli</s>",32823
97,105350,2,,,10,71,2,0,2,0,"2",3," <s> Zegota</s> miala okropne problemy w dzialaniach przez postawy <font color=\"blue\"> Zydow</font> a nie Gestapo",132647
98,105369,0,,,10,0,0,0,0,0,"0",2," i ustawcie w piątek <s> 31</s> marca flagę <font color=\"blue\"> Niemiec</font> jako Swoje zdjęcie profilowe",55777
99,105477,1,,,10,78,1,0,2,0,"4",3," Przecież każdy <font color=\"blue\"> Ukrainiec</font> to rezun",45103
100,105501,0,,,10,0,0,0,0,0,"0",2," energetyka jądrowa opłaca się tylko wówczas gdy <s> 1</s> jest subsydiowana przez rządy mocarstw opracowanie tych technologii jest przykrywką do ogromnych na rozwój technik militarnych a zarazem do opracowania części z nich pluton opracowane mogą być eksportowane celem odzyskania części nakładów do krajów zależnych jak <font color=\"blue\"> Niemcy</font> po wojnie i lub trzeciego jak Polska pod nadzorem i kontrolą tego procesu od <s> A</s> do <s> Z</s> zero suwerenności energetycznej <s> 2</s> nie dysponuje się innymi surowcami energetycznymi jak Finlandia <s> 3</s> rządy stwarzają sztuczne bariery przed innymi formami energii polski przed energią odnawialną europejski przed konwencjonalną <s> te</s> <s> 2</s> sztuczne czynniki współgrają unisono w naszym przypadku polski niczym soczewka w ognisku wszystkie możliwe negatywne podejścia preferując uzależnienie atomowe od niemal pełnej samowystarczalności w dziedzinie wytwarzania energii elektrycznej to prowadzi do dalszego zrzekania się suwerenności energetycznej której poziom z roku na rok u nas maleje to efekt działania lobbingu <s> proatomowego</s> w Europie",29644
101,105545,0,,,10,0,0,0,0,0,"0",2," <s> W</s> czasie jazdy do przodu do tyłu praktykuję raczej rzadko <font color=\"blue\"> pedał</font> sam się dokręca",240092
102,105553,0,,,10,0,0,0,0,0,"0",2," Mam ten rower juz dwa sezony i powiem ze jestem zafascynowany przerzutkami w miejscu je zmieniasz i <s> odrazu</s> naciskasz na <font color=\"blue\"> pedały</font> i jedziesz rower będzie sie wydawał <s> napewno</s> twardy jezdzisz na goralu ma aluminiowa rame za to jest lekki",36018
103,105565,0,,,10,71,0,0,0,0,"0",2," fakt ja też nie bardzo wiem jak zareagować gdy ktoś się lata po jak <font color=\"blue\"> Żyd</font> po pustym sklepie czy akurat nie zachce mu się skręcić na lewo",141581
104,105598,0,,,10,0,0,0,0,0,"0",2," Myślę ze warto wrzucić w <s> google</s> hasło wycieczki z <font color=\"blue\"> Niemiec</font> albo wyloty z <font color=\"blue\"> Niemiec</font>",138976
105,105788,0,,,10,12,0,0,0,0,"0",2," <s> gt</s> <font color=\"blue\"> Ślązacy</font> znowu byli tu podmiotem a nie przedmiotem dyskusji",226803
106,105848,0,,,10,71,0,0,0,0,"0",2," Warto tę książkę czytać z inną prekursorską pracą <s> J</s> Tokarskiej <s> Bakir</s> w którym bada ona fantazmaty odnoszące się do <font color=\"blue\"> Żydów</font> <font color=\"blue\"> Żydzi</font> zabijający dzieci polskie na macę skrywane i jednocześnie kultywowane przez społeczeństwo polskie oraz skutki działania tych fantazmatów",183889
107,105858,0,,,10,72,0,0,0,0,"0",2," <s> On</s> to opisuje w stosunku do narracji nazistowskiej samych <font color=\"blue\"> Niemców</font> jej uwikłania wytworzonej siatki umocowań i zależności",165452
108,38477,0,,,12,0,0,0,0,0,"0",3," <s> Re</s> Polacy torturowali gwałcili i wydali <font color=\"blue\"> Żydów</font> <s> Ni</s>",108022
109,38519,0,,,12,71,0,0,0,0,"0",3," Jezus wyznawał wiarę w Boga ojca wszystkich ludzi a <font color=\"blue\"> Żydzi</font> sobie zrobili z tegoż Boga prywatnego boga i nazwali <s> Go</s> <s> JHWH</s>",75713
110,38728,0,,,12,77,0,0,0,0,"13",3," Zapraszam <font color=\"blue\"> Rosjan</font> na rewanż w dalszej części turnieju",34925
111,38809,0,,,12,77,0,0,0,0,"14",3," Pisałem wiele technologii rozwijanych <s> gt</s> w przemyśle cywilnym mozna wykorzystać w technologiach wojskowych i na <s> gt</s> odwrót też co dawniej było jeszcze <font color=\"brown\"> bardziej oczywiste</font> <s> gt</s> <s> Bagatelizowales</s> fakt ze <font color=\"blue\"> rosjanie</font> zapraszani byli na natowskie <s> konfrerencje</s> naukowe twierdzac no i co z tego na cywilne tez <s> sa</s> zapraszani",214363
112,38863,2,,,12,71,2,0,0,1,"10",3," <font color=\"blue\"> Mosiek</font> powiem krótko mycka przysłoniła <s> Ci</s> nie tylko oczy ale i rozum",67891
113,38884,2,,,12,71,2,1,2,0,"17",3," <font color=\"blue\"> Żydku</font> lepiej nie zabieraj głosu",59678
114,38898,0,,,12,13,0,0,0,0,"3",3," Jest pretensjonalna robi z <s> siebie</s> pseudo <font color=\"blue\"> murzynkę</font> ma trochę głosu ale <font color=\"brown\"> nie ma talentu</font>",16756
115,39046,3,,,12,71,3,0,2,0,"17",3," smierdzacy <font color=\"blue\"> zydku</font> lekarz może byc bohaterem jak <s> np</s> uratuje tonące dziecko czy inna osobę jak <s> np</s> natychmiast <s> ooda</s> krew dla uratowania <s> pacjęta</s> bo inaczej smierc <s> itd</s> <s> itp</s> a lizaczek <s> wsadx</s> swojej Salcie bo spragniona a ty w kłopocie bo prostata zaawansowana od ciągłego czosnku to ci każdy lekarz powie bez bohaterskiej miny",189472
116,39109,0,,,12,51,0,0,1,0,"0",3," Myślisz ze zdziwiłbym się <s> gdyby</s> organizatorzy parady <font color=\"blue\"> gejów</font> i",119635
117,39114,0,,,12,14,0,0,0,0,"0",3," <font color=\"brown\"> Nie można</font> tam zagonić <font color=\"blue\"> Arabów</font> grożąc obcięciem rozbuchanych zasiłków bo będzie krzyk",203387
118,39166,1,,,12,31,1,1,1,0,"12",3," Niechciani nigdzie czujący się panami przerzucić ich do <s> afgansitanu</s> niech sprzedają szmelc <font color=\"blue\"> talibom</font> <s> xD</s>",115268
119,39296,2,,,12,13,2,0,2,0,"17",3," Nie mówi się <font color=\"blue\"> Murzyna</font> tylko Asfalta nerdzie",157288
120,39359,1,,,12,10,1,0,0,1,"15",3," Zawsze mówię najlepszy <font color=\"blue\"> Rom</font> to <s> CD</s> <font color=\"blue\"> ROM</font>",182080
121,39401,0,,,12,10,0,0,0,0,"0",3," Przykre ze zginal w takich <s> okolicznosciach</s> chcial pomoc ale sam potrzebowal pomocy tak to juz jest huligani <s> sa</s> wszedzie i <font color=\"brown\"> nie wolno</font> obarczac wina za to zdarzenie wszystkich <font color=\"blue\"> romow</font>",195863
122,39515,2,,,12,51,2,1,2,0,"17",3," Włącz telewizor i poogladaj naszych obrońców z ONR przed <font color=\"blue\"> Pedałami</font>",37923
123,39517,2,,,12,78,2,0,2,0,"2",3," bylo nie bylo jakiejs tam narodowej trudno nazwac narodem ten zlepek bez swiadomosci robotniczy wywodzacy sie ze wsi z wyeksmitowanymi <font color=\"blue\"> Ukraincami</font> na staropolskie ziemie za <s> PRLu</s>",111055
