id_fragmentu,id_tekstu,ocena,od,do,id_anotatora,id_mniejszosci,negatywne_emocje,wezw_ddzial,typ_ramki,ironia_sarkazm,temat,id_projektu,tekst,id_maszynowy
4058,15571,3,,,3,51,3,1,2,1,"11",2," miejmy w dupie <font color=\"blue\"> gejów</font> krzyże i podatki lepiej stąd <s> spie</s> lać pakujmy manatki",47870
4059,84,0,,,6,13,0,0,2,0,"11",2," mi opowiadal <s> pewnien</s> <font color=\"blue\"> murzyn</font> ze ich <s> demowki</s> brzmia <font color=\"brown\"> niezle</font> i sam sie na koncert wybiera",186323
4060,7023,0,,,4,51,0,0,2,0,"4",2," <font color=\"blue\"> lesbijek</font> grożą sprawy sądowe i kary pieniężne",87103
4061,149730,0,,,4,71,0,0,1,0,"11",2," <s> A</s> jak ukradnie <font color=\"blue\"> Żyd</font> i go złapią to jest to przejaw genetycznego antysemityzmu Polaków",87132
4062,69094,2,,,2,71,2,0,1,0,"1",2," <s> prof</s> Jerzy Robert Nowak Niewiniątka z <s> Judenratów</s> Wielokrotnie wysuwając donośne choć <font color=\"brown\"> nieprawdziwe</font> oskarżenia przeciw Polakom o rzekomo szeroko rozpowszechnioną kolaborację z <font color=\"blue\"> Niemcami</font> Gross konsekwentnie milczy o dwóch bardzo wstydliwych kolaboracjach w których uczestniczyły niektóre",7365
4063,91648,0,,,4,51,0,0,1,0,"11",2," o jak dobrze ze jestem <font color=\"blue\"> gejem</font> kolesie w ciąże nie zachodza nie mam takich problemow",87143
4064,84394,4,,,6,51,4,1,2,0,"11",2," tak teraz jest nic <font color=\"brown\"> nie wartym</font> <font color=\"blue\"> gejem</font> nic nie wnosi do społeczeństwa jest słabym ogniwem które powinno się eliminować",167955
4065,62,0,,,1,71,0,0,0,0,"1",2," Odizolowani od innych więźniów obozu zajmowali się przyjmowaniem masowych transportów <font color=\"blue\"> Żydów</font> pomagali w rozbieralniach wynosili z komory zagazowane ciała obcinali włosy wyrywali złote zęby palili zwłoki i usuwali ich szczątki",230344
4066,62,0,,,1,71,0,0,0,0,"1",2," Zgodnie z zaleceniem Adolfa Eichmanna pracujący przy eksterminacji więźniowie głównie <font color=\"blue\"> Żydzi</font> mieli być mordowani po każdej większej akcji likwidowania zwłok",230345
4067,69094,2,,,2,71,2,0,2,0,"1",2," <s> I</s> o kolaboracji <s> Judenratów</s> i policji z <font color=\"blue\"> Niemcami</font> kolaboracji będącej swoistą hańbą domową",7367
4068,62,0,,,1,71,0,0,2,0,"1",2," Machina Zagłady <font color=\"blue\"> Żydzi</font> którzy w czasie selekcji zostali przeznaczeni na około <s> 80</s> procent całego transportu przechodzili przez bramę któregoś z krematoriów i kierowani byli do rozbieralni",230346
4069,62,0,,,1,71,0,0,2,0,"1",2," <s> Po</s> kilkunastu minutach po agonii wszystkich <font color=\"blue\"> Żydów</font> przystępowano do wietrzenia komór i odprowadzania resztek gazu",230347
4070,62,0,,,1,71,0,0,2,0,"1",2," Krematorium <s> IV</s> wznieca bunt Pod koniec lata <s> 1944</s> roku gdy zmniejszała się liczba transportów <font color=\"blue\"> Żydów</font> do Auschwitz hitlerowcy postanowili sukcesywnie likwidować więźniów <s> Sonderkommanda</s>",230348
4071,69094,1,,,2,72,1,0,2,0,"1",2," <s> I</s> to nie tylko w Polsce ale również w wielu innych krajach okupowanej przez <font color=\"blue\"> Niemców</font> Europy",7368
4072,69094,2,,,2,71,2,0,2,0,"1",2," <s> Ta</s> kolaboracja części <font color=\"blue\"> Żydów</font> z <font color=\"blue\"> Niemcami</font> była tym <font color=\"brown\"> bardziej szokująca</font> i wstydliwa ze względu na społeczny charakter jej uczestników",7369
4073,116052,2,,,6,0,2,1,2,0,"9",2," Uważam ZTM powinien nakazać przewoźnikom stosowanie siedzeń takich jak w <s> mc</s> donaldach i innych miejscach gdzie wiedzą jak szybko przywoływać sterylność <font color=\"blue\"> pasożyty</font> bytują na futerkowych obiciach które u nas się przyjęły bo ludzie zamiast czystości i zdrowia wolą mieć miękko pod tyłkiem inna sprawa długo się po tym mieście jedzie stoi w korkach i plecy bolą od twardych <s> siedzień</s>",167956
4074,106827,0,,,4,71,0,0,2,0,"1",2," Nie będę tu przytaczał tragicznej przeszłości <s> Masady</s> ale to miejsce na trwałe wyryło się w <font color=\"blue\"> żydów</font>",87206
4075,116052,0,,,6,0,0,0,2,0,"9",2," Ale o wstydliwych chorobach nikt mówił nie będzie taki potocznie uchodzi za chorobę <font color=\"blue\"> brudasów</font> jak ktoś leczył się pół roku na i na psychikę bo mało który pacjent nie dostaje <s> tzw</s> paranoi to po prostu przestaje siadać w autobusach i myje <s> ręcę</s> do przesady po każdym wyjściu na dwór tak robi opisana osoba z mojej rodziny",167957
4076,61802,0,,,4,71,0,0,2,0,"1",2," <s> Ze</s> stanowiska <s> formalno</s> prawnego dokument Bolesława Pobożnego był przywilejem nadanym <font color=\"blue\"> Żydom</font> zamieszkującym ziemie na których rozciągała się władza księcia",87209
4077,61802,0,,,4,71,0,0,2,0,"1",2," Przywilej <s> Bolesławowy</s> gwarantował wolność wyznania organizowania wspólnot religijnych w myśl <font color=\"blue\"> żydowskich</font> zasad religijnych swobodę działalności gospodarczej oraz bezpieczeństwo i mienia",87211
4078,124456,0,,,3,72,0,0,2,0,"1",2," tak mieli bardzo dużo szczęścia po tej nieszczęsnej wojnie przecież Stalin z chęci zemsty mógł wszystkim <font color=\"blue\"> Niemcom</font> których on zajął stworzyć warunki na dalekim wschodzie <s> gdyby</s> tylko zechciał <s> wszyskich</s> ich <s> przewióżłby</s> tam w <s> try</s> miga krowiakami i utworzył <s> samostijną</s> autonomie niemiecką całe <s> NRD</s> by się tam zmieściło och",47976
4079,41911,0,,,3,77,0,0,0,0,"10",2," <font color=\"blue\"> Rosjanie</font> byli bardzo pewni wygranej w setach prowadzili <s> 2</s> <s> 0</s> i się rozluźnili",48012
4080,41911,0,,,3,77,0,0,2,0,"10",2," Polacy wykorzystali okazję i doszło do <s> tie</s> break a <s> Na</s> koniec meczu podajże Grzegorz Szymański zaatakował w róg boiska końcowy <font color=\"blue\"> Ruscy</font> się cieszyli z punktu ale to niestety nie udało się im i to <s> MY</s> weszliśmy do",48013
4081,78781,0,,,4,51,0,0,2,0,"11",2," Nie sobie Boruc będzie <font color=\"blue\"> gejem</font> co to kogo obchodzi",87227
4082,41911,0,,,3,77,0,0,2,0,"10",2," Eksperci mówią skoro <font color=\"blue\"> Rosjanie</font> wygrali to się uspokoją",48014
4083,47013,0,,,3,71,0,0,2,0,"10",2," Ale <font color=\"brown\"> nie można</font> oczekiwać od ludzi z takim backgroundem nagle staną się piewcami Narodowych Sił Zbrojnych Misja Heleny która jest stuprocentową <font color=\"blue\"> Żydówką</font>",48030
4084,148874,0,,,4,77,0,0,2,0,"1",2," Komunistom jakże często <font color=\"brown\"> bardzo przyzwoitym</font> ludziom którzy chcieli sprawiedliwości dla najsłabszych na tym ziemskim padole też było <font color=\"brown\"> bardzo trudno</font> zrozumieć <font color=\"blue\"> sowiecki</font> komunizm to totalitaryzm a genialny Stalin to morderca jeszcze większy od Hitlera",87228
4085,47013,0,,,3,71,0,0,2,0,"10",2," polegała zawsze na chronieniu polskich <font color=\"blue\"> Żydów</font> przed jakimkolwiek złym losem",48031
4086,22106,0,,,4,77,0,0,0,0,"10",2," Widać <font color=\"blue\"> Rosjanom</font> ta zabawa się już znudziła",87264
4087,47954,2,,,4,31,2,0,2,0,"9",2," Jeszcze <s> całkiem</s> niedawno ci dzielni Chorwaci pogwałciliby sobie jakieś <font color=\"blue\"> muzułmanki</font> albo <s> potorturawaliby</s> sobie jakiegoś Serba",87337
4088,47013,0,,,3,71,0,0,1,0,"10",2," Misją było ratowanie sędzi Wolińskiej i wszystkich obojętnie jak zapisanych w historii Polaków <font color=\"blue\"> żydowskiego</font> pochodzenia przed jakimkolwiek nieszczęściem Wywiad red",48032
4089,57766,0,,,4,75,0,0,2,0,"3",2," Putin jest dosc dobrym prezydentem moim zdaniem mimo nagonki na niego jesli chodzi o <font color=\"blue\"> Czeczenie</font> ale to pieski podskakuja Bush z Putinem sie liczy i na chwale <s> Kwasniewskiego</s> nalezy tez zapisac ze nie ulegl presji rusofobow i na <s> te</s> obchody <s> V</s> <s> E</s> <s> Day</s> pojechal",87353
4090,69094,2,,,2,71,2,0,2,0,"1",2," jaką przywódcy <font color=\"blue\"> żydowscy</font> odegrali w unicestwieniu własnego narodu stanowi niewątpliwie najczarniejszy rozdział całej historii",7373
4091,96700,0,,,3,51,0,0,1,0,"11",2," Idziemy sobie nigdy nic aż tu słyszę z tyłu patrz <font color=\"blue\"> lesby</font> idą odwróciłem się dyskretnie patrzę a tu dwóch kolesi w wieku <s> 16</s> <s> 17</s> lat idzie parę metrów za mną",48089
4092,57766,0,,,4,77,0,0,0,0,"3",2," <s> Od</s> prezydenta Rosji duzo zalezy <font color=\"blue\"> Rosjanie</font> lubia miec silna wladze nad soba i tam nikt z wladza nie dyskutuje a ten jest nawet dosc liberalny wiec maja eldorado",87354
4093,69094,2,,,2,71,2,0,2,0,"1",2," Uległość <s> Judenratów</s> wobec nazistów oznaczała skrajną kompromitację <font color=\"blue\"> żydowskich</font> elit w państwach okupowanych przez III Rzeszę",7374
4094,33794,0,,,3,72,0,0,1,0,"10",2," <font color=\"blue\"> Niemcy</font> <s> niby</s> tak ale z <font color=\"brown\"> wielkiego natarcia</font> nic nie wyszło",48135
4095,33794,0,,,3,77,0,0,1,0,"8",2," Stracili impet paliwo trochę cennych czołgów w efekcie <s> tzw</s> inicjatywę przejęli <font color=\"blue\"> rosjanie</font> zwłaszcza mieli jeszcze jedną armię w odwodzie",48136
4096,160403,0,,,3,51,0,0,1,0,"10",2," <s> I</s> znów <s> 75</s> procent tępaków na <font color=\"blue\"> pedałach</font> tego nie robi",48147
4097,126277,0,,,4,71,0,0,2,0,"8",2," Wierzac zrodlom <font color=\"blue\"> zydowskim</font> <s> gt</s> <font color=\"brown\"> nie bylo zadnych ofiar</font> smiertelnych po stronie arabskiej",87365
4098,48675,0,,,3,77,0,0,1,0,"7",2," Rzekłbym ze typowy charakterystyczny dla <font color=\"blue\"> Rosjan</font> design",48148
4099,126277,1,,,4,71,1,0,1,0,"8",2," Nie już bo zawiadomie policje ze propagujesz tu zakazane substancje <s> gt</s> Doskonale wiecie ze zgodnie z syjonistyczna propaganda zginelo tam <s> 75</s> <font color=\"blue\"> zydow</font> tych z konwoju medycznego a szlachetni <s> syjonisc</s> <s> gt</s> i przegonili strzalami w niebo arabskich napastnikow",87364
4100,69094,2,,,2,71,2,0,1,0,"1",2," Arend stwierdziła wprost <s> O</s> ile jednak członkowie rządów typu <s> quislingowskiego</s> pochodzili zazwyczaj z partii opozycyjnych członkami rad <font color=\"blue\"> żydowskich</font> byli z reguły cieszący się uznaniem miejscowi przywódcy <font color=\"blue\"> żydowscy</font> którym naziści nadawali ogromną władzę do chwili gdy ich także deportowano tamże <s> s</s> <s> 151</s>",7375
4101,69094,0,,,2,71,0,0,1,0,"1",2," Arendt pisała <font color=\"brown\"> bez pomocy</font> <s> Judenratów</s> w zarejestrowaniu <font color=\"blue\"> Żydów</font>",7376
4102,100337,0,,,4,51,0,0,2,0,"11",2," <s> lansik</s> <s> tipsik</s> i <s> solara</s> męska blachara <s> P</s> wyjątkowo nieudana para <font color=\"blue\"> geje</font> są kojarzą mi się z zadbanymi przystojnymi a tu <s> nieczego</s> <font color=\"brown\"> nie można</font> się doszukać prócz kiczu i lansu",87437
4103,78886,0,,,3,51,0,0,1,0,"10",2," może jednak jeśli pracuje w burdelu dla <font color=\"blue\"> gejów</font> <s> D</s>",48281
4104,52510,0,,,4,72,0,0,2,0,"12",2," <s> Gdyby</s> byla <font color=\"blue\"> Niemka</font> to pewnie Spielberg nakrecilby o Niej film",87473
4105,52510,0,,,4,71,0,0,2,0,"2",2," <s> Gdyby</s> byla <font color=\"blue\"> Zydowka</font> to pewnie kosilaby po <s> 25</s> <s> 000</s> plus za godzine wspomnien",87474
4106,71561,1,,,4,71,1,0,2,0,"10",2," <font color=\"brown\"> niedobry</font> <font color=\"blue\"> Zyd</font>",87479
4107,69094,0,,,2,72,0,0,1,0,"10",2," <font color=\"blue\"> Niemcy</font> mieliby bowiem dużo więcej kłopotów ze spisaniem i",7379
4108,71561,0,,,4,71,0,0,2,0,"10",2," to nie tylko nie <font color=\"blue\"> Zyd</font> ale Polak",87480
4109,69094,2,,,2,71,2,0,2,0,"1",2," <s> W</s> różnych krajach okupowanej Europy powtarzał się ten sam perfidny schemat funkcjonariusze <font color=\"blue\"> żydowscy</font> sporządzali wykazy imienne wraz z informacjami o majątku <font color=\"blue\"> Żydów</font>",7380
4110,69094,2,,,2,71,2,0,2,0,"1",2," Także w Polsce doszło do potwornego skompromitowania dużej części <font color=\"blue\"> żydowskich</font> elit poprzez ich uczestnictwo w <s> Judenratach</s> i posłuszne wykonywanie niemieckich rozkazów godzących w ich współrodaków",7382
4111,22937,0,,,3,77,0,0,1,0,"11",2," Dla mnie bardzo budująca była postawa <font color=\"blue\"> Rosjan</font> tych z którymi miałam do czynienia forów odpowiedników <s> onetu</s> nie czytałam",48331
4112,116353,0,,,4,71,0,0,2,0,"1",2," Interesuje mnie co o moim narodzie pisze <font color=\"blue\"> Zyd</font> Gross i jak to sie ma do prawdy o nas",87508
4113,22937,0,,,3,77,0,0,1,0,"11",2," Mam nadzieję <s> te</s> ludzkie odruchy zostaną zauważone i docenione w polskim społeczeństwie zaczniemy <font color=\"blue\"> ruskich</font> jeśli <font color=\"brown\"> nie lubić</font> to chociaż szanować",48332
4114,69094,2,,,2,71,2,0,2,0,"1",2," zapewniali <font color=\"blue\"> Niemcom</font> pomoc w chwytaniu <font color=\"blue\"> Żydów</font> i ich do pociągów które wiozły ich do obozów zagłady",7381
4115,116353,0,,,4,71,0,0,2,0,"1",2," <font color=\"blue\"> Zyd</font> Gross w wydaniu amerykanskim tego gniotu podaje ze Polacy wymordowali <s> 200</s> <s> tys</s> <font color=\"blue\"> Zydow</font>",87509
4116,62,0,,,1,71,0,0,2,0,"1",2," <font color=\"blue\"> Żydzi</font> powrócili do planów buntu by <font color=\"brown\"> nie poddać</font> się <font color=\"brown\"> bez walki</font>",230350
4117,116353,0,,,4,71,0,0,2,0,"1",2," Nigdy nie twierdzilem nie budowalem bzdurnej legendy ze margines Polakow ma na sumieniu zakapowanie ukrywajacych sie <font color=\"blue\"> Zydow</font> do wladz niemieckich",87510
4118,62,0,,,1,71,0,0,2,0,"1",2," <s> W</s> walce zginęło około <s> 250</s> <font color=\"blue\"> Żydów</font> wśród nich organizatorzy buntu",230353
4119,116353,0,,,4,71,0,0,2,0,"1",2," Dowiesz sie tam ze stworzylismy najwieksza armie podziemna w Europie ze nie mielismy <s> Queslinga</s> <s> Petaina</s> i <s> Tiso</s> ze tylko na terenie okupowanej Polski za ukrywanie <font color=\"blue\"> Zyda</font> grozila kara smierci wraz z cala rodzina",87511
4120,62,0,,,1,72,0,0,2,0,"1",2," <s> Po</s> stłumieniu buntu <font color=\"blue\"> Niemcy</font> wszczęli dochodzenie skąd więźniowie mieli proch",230354
4121,121309,0,,,3,72,0,0,1,0,"10",2," <s> Re</s> <s> Klose</s> to przeciez <font color=\"blue\"> Niemiec</font>",48351
4122,121309,0,,,3,72,0,0,1,0,"10",2," co to za mentalnosc <s> Klose</s> czuje sie <font color=\"blue\"> Niemcem</font>",48352
4123,62,0,,,1,77,0,0,2,0,"1",2," <font color=\"brown\"> Jedynym więźniem</font> któremu udało się uciec w czasie buntu był <font color=\"blue\"> Rosjanin</font> o imieniu Iwan",230355
4124,116353,0,,,4,71,0,0,2,0,"1",2," Dzisiaj dzieki takim antypolskim hienom jak Gross swiat dowiaduje sie ze Polacy mordowali <font color=\"blue\"> Zydow</font> a masowa zaglade w Polskich Obozach <s> Smierci</s> urzadzali Nazisci",87512
4125,121309,0,,,3,72,0,0,1,0,"10",2," tam sie wychowywal tam uczyl sie grac w pilke i gra dla <font color=\"blue\"> Niemcow</font> ale w glebi duszy czuje sie takze Polakiem ale zeby to zrozumiec trzeba miec wiecej przed oczami niz",48353
4126,116353,2,,,4,72,2,0,2,0,"1",2," to <font color=\"blue\"> Niemcy</font> wymordowali <s> 6</s> <s> mln</s> naszych obywateli",87514
4127,116353,1,,,4,72,1,0,2,0,"8",2," to <font color=\"blue\"> Niemcy</font> zgotowali na pieklo wojny w czasie ktorej <s> zwyrodnialstwo</s> sie <s> zwielokratnialo</s>",87515
4128,16781,0,,,3,71,0,0,1,0,"1",2," <s> To</s> mniej więcej tak prawdziwe historycznie jak to Pius <s> XII</s> odpowiedzialny jest za eksterminację rzymskich <font color=\"blue\"> Żydów</font>",48397
4129,116353,1,,,4,72,1,0,1,0,"3",2," Dzisiaj <font color=\"blue\"> Niemcy</font> buduja Centrum Wypedzonych to w <s> Dreznie</s> odbywaja sie manifestacje gdzie masowe naloty aliantow przedstawiane <s> sa</s> jako ludobojstwo to w Niemczech neofaszysci zdobywaja ponad <s> 8</s> glosow a nam Lis Michnik i inni nakazuja ubrac pokutne worki i przepraszac za margines Polakow ktory sie zeswinil",87516
4130,152016,0,,,3,72,0,0,1,0,"10",2," <font color=\"blue\"> Niemcy</font> na Gornym <s> Slasku</s> to tez <s> gorole</s> naplywowi po <s> 1741</s>",113939
4131,98244,0,,,4,77,0,0,2,0,"3",2," może być coś na rzeczy zwłaszcza jak co chwila Tusk i inni rządowi dziennikarze wręcz zabraniają już nie tyle dyskusji o wydarzeniu co nawet stawiania pytań bo może być to odebrane jako wrogie działanie wobec naszych największych obecnie przyjaciół <font color=\"blue\"> Rosjan</font> co próbuje się nam wmawiać",87538
4132,66557,0,,,3,71,0,0,1,0,"10",2," ale <font color=\"blue\"> Zyd</font> zaden",48475
4133,164571,0,,,4,77,0,0,2,0,"1",2," <s> Jaruzel</s> czul sie jak ryba w wodzie w tym systemie a <font color=\"blue\"> ruskich</font> to zapewne sam prosil o przykrywke dla swoich dzialan",87548
4134,63579,0,,,3,77,0,0,1,0,"10",2," <s> Co</s> tak bardzo Polaków i <font color=\"blue\"> Rosjan</font>",48596
4135,63579,0,,,3,71,0,0,1,0,"1",2," Jak argumentuje prokurator <s> IPN</s> Polacy obawiali się po wojnie <font color=\"blue\"> żydowskich</font> roszczeń o zwrot majątków pozostawionych w czasie okupacji a zwłaszcza domów obywateli narodowości które po zakończeniu wojny zajęli polscy lokatorzy",48597
4136,1163,2,,,4,51,2,0,2,0,"11",2," <font color=\"blue\"> Gej</font> to była dla mnie przegięta cioteczka przestylizowana walcząca o prawa",87556
4137,63579,0,,,3,71,0,0,1,0,"1",2," Znaczący wpływ na negatywny stosunek mieszkańców Kielc do <font color=\"blue\"> Żydów</font> miała tez nadreprezentacja osób tej narodowości w organach władzy komunistycznej w tym zwłaszcza aparatu bezpieczeństwa bezwzględnie traktującego polskich patriotów z organizacji poakowskich które na Kielecczyźnie działały bardzo aktywnie i miały społeczne poparcie",48599
4138,1163,2,,,4,51,2,0,2,0,"11",2," Masz krytyczny stosunek do dzisiejszego polskiego ruchu <s> LGBT</s> a sam jesteś <font color=\"blue\"> gejem</font> z przeszłością w prawicowej młodzieżówce",87557
4139,18624,0,,,3,77,0,0,1,0,"10",2," Juz pisalem do ciebie nie w tym roznica miedzy jezykiem polskim i rosyjskim ze zamiast <s> O</s> zaczniesz wymawiac <s> A</s> wiekszosc <font color=\"blue\"> Rosjan</font> nie mowi <s> wadka</s> czy <s> aguriec</s>",48635
4140,1163,0,,,4,51,0,0,2,0,"3",2," Idzie za tym masowe poparcie <font color=\"blue\"> gejów</font> dla Platformy Obywatelskiej",87558
4141,1163,0,,,4,51,0,0,2,0,"2",2," Oraz brak wewnętrznej solidarności bo nie wszyscy <font color=\"blue\"> geje</font> w miastach nie wszyscy mają pieniądze dla wielu priorytetami są problemy <s> socjalno</s> bytowe",87559
4142,1163,0,,,4,51,0,0,2,0,"11",2," Walkę o prawa <font color=\"blue\"> gejów</font> można wygrać tylko w pakiecie z walką o innych wykluczonych",87560
4143,161915,1,,,3,51,1,0,1,0,"11",2," Kto nie wierzy ten ubekiem kto nie skacze ten <font color=\"blue\"> pedałem</font>",48651
4144,1163,0,,,4,51,0,0,2,0,"11",2," <s> To</s> ci których kapitalizm wyklucza winę za jego zło przerzucają na <font color=\"blue\"> gejów</font>",87561
4145,1163,0,,,4,71,0,0,2,0,"10",2," <s> Bo</s> <font color=\"blue\"> Żydów</font> muzułmanów i imigrantów których się w innych krajach obwinia o wszelkie zło u nas prawie nie ma",87562
4146,67731,2,,,3,77,2,0,1,0,"10",2," Słowa miłości do braci <font color=\"blue\"> Rosjan</font> Rosja zabija i to nie pojedynczo Jarosław Kaczyński złota myśl",48662
4147,1163,0,,,4,51,0,0,2,0,"11",2," Wciąż nie mówię o sobie jestem <font color=\"blue\"> gejem</font> to trochę mi za słodko brzmi",87563
4148,1163,0,,,4,51,0,0,2,0,"11",2," Wolę określenie <font color=\"blue\"> pedał</font> które w moim rozumieniu jest bliskie anglojęzycznemu <s> queer</s>",87564
4149,11469,0,,,3,72,0,0,1,0,"1",2," Nie zamierzasz mnie chyba przekonywac ze dziesiatki tysiecy zyjacych tam od stu lat <s> Schimanskich</s> <s> sa</s> zintegrowanymi Polakami nie mowiacymi po polsku nie ulega bowiem zadnej watpliwosci ze <s> sa</s> najprawdziwszymi <font color=\"blue\"> Niemcami</font> o jakichs tam krotszych lub dluzszych polskich korzeniach",48694
4150,153416,0,,,4,77,0,0,2,0,"12",2," Pamietam scenę z <font color=\"blue\"> sowieckiego</font> serialu o milicji",87579
4151,127193,0,,,3,72,0,0,1,0,"10",2," Takiego bez kompleksow bez <font color=\"blue\"> Niemcow</font> w szafie bez piany na ustach",48722
4152,124586,0,,,4,72,0,0,2,0,"1",2," <s> Re</s> <font color=\"blue\"> Niemcy</font> <s> załacą</s> ostatnią ratę długów wojennych",87588
4153,69094,2,,,2,71,2,0,2,0,"1",2," <s> Judenratowcy</s> i <s> Ordnungsdienst</s> przy pomocy ukraińskiej policji i kilku <font color=\"blue\"> Niemców</font> którym jeszcze zapłacono by prędko pracowali gonili po ulicach jak wściekłe psy czy opętańcy a pot się z nich lał strumieniami",7388
4154,124586,0,,,4,72,0,0,2,0,"2",2," <s> Jakby</s> <font color=\"blue\"> Niemcy</font> <s> polsce</s> <s> zrobieli</s> oferta za <s> gt</s> <s> Sląsk</s> to myśla Polska by za <s> 77</s> <s> 000</s> <s> 000</s> <s> 00</s> <s> Euro</s> <s> Slonsk</s> sprzedała",87589
4155,123175,0,,,3,12,0,0,1,0,"1",2," <s> gt</s> Zatem skoro nie tutaj wybierano <s> NSDAP</s> to jakim prawem oskarżasz <font color=\"blue\"> Ślązaków</font> o to <s> gt</s> wszystko",48780
4156,69094,0,,,2,71,0,0,1,0,"1",2," uniknąć zarzutów stronniczości ograniczę się tu do podania przykładów wyłącznie w oparciu o autorów wywodzących się z <font color=\"blue\"> żydowskich</font>",7383
4157,112729,0,,,4,72,0,0,2,0,"2",2," Chyba nie chcesz porównywać wysyłki poza granice kraju w którym sklep działa bo jeśli tak to podaj też za ile wyślecie JEDNĄ butelkę bo tak idiotycznie przeprowadziłeś <s> te</s> swoje kalkulacje do <font color=\"blue\"> Niemiec</font>",87602
4158,69094,2,,,2,71,2,0,2,0,"1",2," <font color=\"brown\"> Nie znam</font> ani jednego wypadku <s> Judenrat</s> bezinteresownie pomógł któremuś <font color=\"blue\"> Żydowi</font>",7386
4159,17437,0,,,4,72,0,0,2,0,"1",2," Puki <font color=\"blue\"> Niemcy</font> nie zostały zjednoczone w każdym większym mieście istniał dobry uniwersytet a uniwersytety i miasta konkurowały między sobą",87637
4160,123175,0,,,3,72,0,0,2,0,"1",2," <s> O</s> dzialalnosc <s> Selbschutzow</s> Freikorpsow o bestialskie mordy na ludnosci polskiej po wejsciu <font color=\"blue\"> Niemcow</font>",48784
